순위,상품번호,도서명,부제목,저자,출판사,출판일,할인율,판매가,정가,판매지수,리뷰수,평점
630,176049282,AI 증강 독해와 AI 드리블링 바이블 개념·기초 편,생성형 AI 시대에 제대로 읽고 생각하고 쓰는 법,"나준호,성낙환,이하영",성안당,2026년 02월,10%,"22,500원","25,000원",366,26,10.0
631,175859839,AI의료혁명,스마트병원 시대 의료환경의 변화,"윤승천,오인택",건강신문사,2026년 01월,10%,"45,000원","50,000원",150,0,
632,175523653,"AI로 차트, 그래프, 인포그래픽 한 번에 끝내기","보고서ㆍ제안서ㆍ기획서, 단번에 OK 받는 실전 업무 시각화",이현,천그루숲,2026년 01월,10%,"16,200원","18,000원","1,122",16,10.0
633,175268869,R을 활용한 데이터 과학,"데이터 불러오기, 정돈하기, 변형하기, 시각화하기","해들리 위컴,개럿 그롤문드,미네 체틴카야-룬델저/김영우역",인사이트(insight),2026년 02월,10%,"40,500원","45,000원",258,3,10.0
634,175232277,"우리, 프로그래머들 We, Programmers",AI 시대에 잊혀 가는 ‘프로그래머 정신’을 다시 깨우다,로버트 C. 마틴저/최희철역,길벗,2026년 01월,10%,"27,900원","31,000원","2,154",19,9.9
635,175122641,AI 디자인 활용백과,내가 원하는 이미지를 뽑기 위한 미드저니&챗GPT&나노바나나 디자인 워크북!,채시은,스마트북스,2026년 01월,10%,"22,500원","25,000원",918,2,10.0
636,174965851,AI 투자 버블이 온다,닷컴 버블에서 배운 10가지 생존 법칙,클라우디아 로드니저(AI생성)/Dalgas Lab기획(AI활용),글로벌콘텐츠,2026년 01월,10%,"22,500원","25,000원",654,16,9.8
637,174795790,네이버 블로그 역제안 가이드,협찬 기회를 직접 만드는 마케터C의 역제안 시스템,마케터C(김명경),한빛미디어,2026년 02월,10%,"19,800원","22,000원","1,194",44,9.8
638,174753625,마인크래프트 블록 완벽 가이드,,Mojang Studio저/강세중역,영진닷컴,2026년 01월,10%,"22,500원","25,000원","1,254",5,10.0
639,174707316,왕초보 시니어도 쉽게 따라 하는 챗GPT 사용법,삶의 질 200% 상승하는 AI 활용 능력의 첫걸음,"곽민철,정희철",생능북스,2026년 01월,10%,"15,120원","16,800원","1,806",40,9.8
640,174682706,AI로 완성하는 고수익 유튜브 운영 비법,,현승효(디스이즈머니),시대인,2026년 01월,10%,"16,200원","18,000원",600,21,9.9
641,174347348,GPR 딥러닝 완전정복 - 지하투과레이더(GPR)와 딥러닝의 실제 융합,,차우성,메이킹북스,2026년 01월,10%,"18,000원","20,000원",120,2,10.0
642,174327619,한 권으로 끝내는 게임 사업 게임 마케팅,개발사를 위한 유저 확보·퍼블리싱·라이브 운영 실무 가이드,알로하팩토리,유엑스리뷰,2026년 02월,10%,"31,500원","35,000원","1,170",9,10.0
643,174268188,AI 교사와 교실의 재구성,,"김은하,김세광,이경림",커뮤니케이션북스,2026년 01월,,"12,000원","12,000원",222,0,
644,174184626,처음 배우는 유니티 6 2D 게임 만들기,고박사의 유니티 노트,고정운,시대인,2026년 01월,10%,"43,200원","48,000원",933,10,9.8
645,174031964,디지털 게임 레벨 디자인 가이드,,김익환,다윈의서재,2026년 01월,,"65,000원","65,000원",84,0,
646,173935939,(스마트정보화 23) 브루 & 유튜브,,"오미영,김용금저/렉스기획팀감수",REXmedia(렉스미디어),2026년 01월,10%,"10,800원","12,000원",162,0,
647,173722052,아이디어를 수익으로 전환하는 AI 사업계획서 프롬프트 공식,,염현덕,책다락,2026년 01월,10%,"28,800원","32,000원",252,19,9.7
648,173682607,생성형AI 프롬프트 디자인 실무,AI를 몰라도 AI로 돈 벌 수 있다,한국생성형AI연구원,광문각출판미디어,2026년 01월,,"30,000원","30,000원",444,0,
649,173657299,초등학생을 위한 AI 미래 지식 74,,김영현글/최정을그림,길벗스쿨,2026년 01월,10%,"15,300원","17,000원","3,618",30,9.9
650,173235066,베테랑 AI 전문가가 만든 가장 쉬운 나노바나나 활용! NanoBanana(나노바나나)로 무엇이든 만들 수 있다 (AI 영상 제작),"믹스보드, 클링AI, 플로우, 소라2","이현,문서영,최숙현,남상억",광문각출판미디어,2026년 01월,5%,"18,050원","19,000원","1,614",64,9.8
651,173227526,캐드의 정석 ZWCAD,,"최종복,김현기",이엔지미디어,2026년 01월,10%,"31,500원","35,000원",324,0,
652,173202173,라즈베리파이로 만드는 인공지능과 사물인터넷,,장문철,먼슬리북스,2026년 03월,10%,"20,250원","22,500원",324,8,10.0
653,173033853,모던 API 아키텍처 설계 전략,"실전 사례로 배우는 API 아키텍처의 설계와 전환, 구현과 운영까지","제임스 고프,대니얼 브라이언트,매튜 어번저/장현희역",책만,2026년 01월,10%,"28,800원","32,000원","2,196",2,9.0
654,172577182,엣시 수익화 실전 매뉴얼,"처음 시작하는 셀러를 위한 리스팅부터 브랜딩, 마케팅까지",김민아,제이펍,2026년 01월,10%,"22,500원","25,000원","1,746",23,10.0
655,172065875,[할 수 있다!] 캡컷으로 영상 편집하기 New,,오복실,시대인,2026년 01월,10%,"10,800원","12,000원",618,14,9.9
656,171651782,코틀린&스프링 부트로 개발은 처음인데요,단계별로 학습하는 백엔드 실전 프로젝트,정보근,더 타이즈,2026년 01월,10%,"29,700원","33,000원",378,0,
657,171567191,DB 트랜잭션 동시성 제어,주요 DBMS Lock 메커니즘 완전 비교 분석,조시형,디비안(DBian),2026년 01월,5%,"36,100원","38,000원","1,296",0,
658,171428416,AI 디지털 활용 수업,"사고력 위기의 시대, 학생 주도성을 살리는","이은총,심원지,박정은",푸른칠판,2026년 01월,10%,"17,100원","19,000원","1,539",12,9.5
659,170623492,AI 의료 윤리,,유주선,커뮤니케이션북스,2026년 01월,,"12,000원","12,000원",150,0,
660,170473491,명품 자바 에센셜,,황기태,생능출판사,2025년 12월,,"31,000원","31,000원",846,0,
661,170364367,"어쩌다 AI, 실전으로 뛰어든 3년의 기록",공공기관 팀장이 전하는 AI 정책·기획·활용의 시간,심형섭,프리렉,2025년 12월,10%,"19,800원","22,000원",558,17,9.9
662,169672758,프롬프트를 만드는 프롬프트 GPTs & Gems,,"민진홍,국난아,김진수",성안당,2025년 12월,10%,"24,300원","27,000원","1,722",46,10.0
663,169407614,AI를 움직이는 수학 이야기,실생활 예제로 배우는 기술 속 수학의 비밀,후루시마 도오루저/하승민역,한빛미디어,2025년 12월,10%,"29,700원","33,000원","2,202",19,10.0
664,168871803,리더는 AI에게 질문하지 않는다,새로운 가치를 만드는 리더를 위한 프롬프트 설계와 큐레이션 기술,김희연,북피움,2026년 01월,10%,"20,700원","23,000원","3,183",0,
665,168841427,복잡한 건 싫지만 AI는 해야겠어,AI가 막막한 당신을 위한 친절한 AI 사용설명서,최원정,디지털북스,2026년 01월,10%,"19,800원","22,000원",504,0,
666,168840675,"우리 아이는 AI 교실에 갑니다 : AI와 디지털 시대, 부모의 불안 극복 가이드",,전주은,성안당,2025년 12월,10%,"17,100원","19,000원",762,31,9.9
667,168727208,올라마와 오픈소스 LLM을 활용한 AI 에이전트 개발 입문,로컬 LLM을 활용한 보안과 비용 걱정 없는 지능형 AI 에이전트 구축,"서영배,김병규,임재봉",위키북스,2026년 01월,10%,"25,200원","28,000원","2,034",2,3.0
668,168648560,컴퓨팅 사고와 정보과학 : 2025년도 기출문제집(초등학생용),,한국비버챌린지 (Bebras Korea),생능출판사,2025년 12월,10%,"11,700원","13,000원",384,10,10.0
669,168457229,AI 시대의 생존 게임 주권인가 종속인가,"대한민국 AI 3대 강국 선언, 소버린 AI로 기술 주권의 미래를 그리다",변형균,한빛미디어,2025년 12월,10%,"21,600원","24,000원",579,20,9.6
670,168396621,마인크래프트 축제 아이디어 북,,Mojang Studio저/강세중역,영진닷컴,2025년 12월,10%,"15,300원","17,000원",294,11,10.0
671,168396615,AI 리터러시,인공지능 시대를 살아가는 새로운 역량,"이선종,이창우,강승희",영진닷컴,2025년 12월,10%,"19,800원","22,000원","1,206",3,10.0
672,168226328,"Dify, 코딩 없이 AI 앱 개발의 시작",RAG·LLM 워크플로우 기반 에이전트로 완성하는 실무형 AI 시스템,"멀티코어,조준희,강장묵,이상한,윤철희",프리렉,2025년 12월,10%,"22,500원","25,000원",642,4,10.0
673,167785232,일잘러의 무기가 되는 엑셀 대시보드,실무 데이터 시각화부터 보고서 자동화까지! 반복 보고 업무에서 벗어나는 대시보드 구성법,최준선,한빛미디어,2025년 12월,10%,"24,300원","27,000원",780,7,9.4
674,167744277,“좋아 보여”,LGTM을 넘어 건설적인 코드 리뷰로,에이드리엔 브라간자저/이춘혁역,제이펍,2025년 12월,10%,"27,000원","30,000원",864,0,
675,167649586,파워 자바 4판,,"천인국,천명준",인피니티북스,2026년 01월,,"36,000원","36,000원",438,0,
676,167600353,AI와 초·중등 교육의 변화,,홍옥수,커뮤니케이션북스,2025년 12월,,"12,000원","12,000원",132,0,
677,167507487,AI 프라이버시 리스크와 개인정보 보호,,백남정,커뮤니케이션북스,2025년 12월,,"12,000원","12,000원",348,1,10.0
678,167476779,대한민국 교육 르네상스 : 대전환시대 교육의 본질을 탐하다,OECD 교수·학습 나침반 / 교사정체성 / 비효율의 숙달 / 성찰적 실천 / 공동주도성 / IB교육 / 생성형AI / 사회정서학습(SEL),"지미정,김진관,윤신영,박미지,윤여옥저 외 10명정보 더 보기/감추기지미정김진관윤신영박미지윤여옥김희수박선정강원빈이대형서지나서동욱하나남궁정임보라김하연",앤써북,2026년 01월,10%,"18,000원","20,000원","2,769",25,9.9
679,167475104,양자컴퓨팅 혁명,0과 1 너머의 세상,"김정상,김재완,정연욱",플루토,2025년 12월,10%,"18,000원","20,000원",246,0,
680,167465671,AI 버블이 온다,우리는 진짜 인공지능을 보고 있는가?,"아르빈드 나라야난,사야시 카푸르저/강미경역",윌북(willbook),2025년 12월,10%,"22,320원","24,800원","9,132",49,9.8
681,167452848,나는 오렌지3로 인공지능한다,Orange3로 데이터 분석․인공지능,"장병철,서미란,박지훈,정종호",씨마스,2025년 12월,10%,"20,700원","23,000원","3,444",41,10.0
682,167434734,2026 AI 교육 트렌드,7인의 교육 전문가가 전하는 생생한 현장 인사이트 리포트,"박소이,유영걸,오유나,김영준,김정환저 외 2명정보 더 보기/감추기박소이유영걸오유나김영준김정환정나래한창훈",길벗,2025년 12월,10%,"22,500원","25,000원","5,295",23,10.0
683,167405152,일 잘하는 엔지니어의 생각 기법,"시스템 성능 개선과 최적화, 문제 해결의 속도를 높이는 사고의 기술",캐리 밀샙저/장현희역,책만,2025년 11월,10%,"22,500원","25,000원","6,072",13,9.7
684,167388454,키득키득 반반한 OA 파워포인트&한글 with 인터넷+AI,,놀이교육콘텐츠랩,마린북스,2025년 11월,10%,"12,600원","14,000원","1,875",0,
685,167387442,AI 법률문서 작성법 : 형사사건편,,김종엽,박영사,2025년 12월,,"28,000원","28,000원",546,2,6.0
686,167144757,연필과 종이로 풀어보는 AI 딥러닝 수학 워크북 214제,코딩 없이 마스터하는 AI 수학,톰 예,아티오,2025년 12월,10%,"17,100원","19,000원","1,194",1,6.0
687,166665802,그림으로 이해하는 도커와 쿠버네티스,"도커와 쿠버네티스, 쉽고 재미있게 시작하자!",토쿠나가 코헤이저/서수환역,길벗,2025년 11월,10%,"19,800원","22,000원","3,342",17,10.0
688,166394010,C# 스크립트를 활용한 유니티 6 개발,게임과 VR 개발의 첫걸음,렘 애퍼슨저/장세윤역,에이콘출판사,2025년 11월,10%,"37,800원","42,000원",618,5,6.4
689,166382462,LLM 디자인 패턴,견고하고 효율적인 AI 시스템 구축을 위한 실용 가이드,켄 황저/최용역,위키북스,2025년 11월,10%,"31,500원","35,000원",558,0,
690,165483454,한 권으로 끝내는 올인원 피그마,기획자·디자이너·개발자를 위한 반응형 웹 제작 실습 가이드,오시내,제이펍,2025년 12월,10%,"31,500원","35,000원","1,302",1,10.0
691,165325500,현직교사가 만든 가장 쉬운 캔바 수업 활용! 캔바로 무엇이든 만들 수 있다,교사를 위한 캔바 수업 활용,"이서영,유상숙,양지현,이상현",광문각출판미디어,2025년 11월,,"19,000원","19,000원","2,394",38,9.8
692,165260768,AI 영상제작,누구나 AI 크리에이터가 될 수 있다,"유채린,홍건표,이승주저/이동현공저/정동완감수",진한엠앤비,2025년 11월,5%,"30,400원","32,000원",306,1,10.0
693,164773674,챗GPT와 함께 하는 SNS 셀프마케팅 & 브랜딩,블로그 인스타그램 유튜브 월 천만 원 계정 기획과 전략 with AI,이보영,휴먼하우스,2025년 11월,10%,"18,900원","21,000원","2,064",1,10.0
694,162329199,기획에서 출시까지 FastAPI 개발 백서,"서비스 요구사항 도출부터 TDD 방식의 개발, AWS/깃허브로 배포와 출시까지! 실무 흐름 그대로 따라가는 FastAPI 실전 프로젝트",차경묵,길벗,2025년 11월,10%,"37,800원","42,000원",834,26,9.8
695,162224477,MCP 실전 활용 & 서버 개발 핵심 가이드,"MCP 기초와 서버 활용법부터 데이터 분석, AI 비서, 주식 거래를 위한 MCP 서버 구축까지",AI튜터랩,위키북스,2025년 11월,10%,"25,200원","28,000원","2,796",1,10.0
696,161908580,그림과 실습으로 배우는 쿠버네티스 입문,"만들고, 망가뜨리고, 고치며 체득하는 운영 역량과 실무 감각",타카하시 아오이저/이동규역/이가라시 아야감수,길벗,2025년 10월,10%,"25,200원","28,000원","1,188",21,9.9
697,161611894,PLAY! SOLIDWORKS 2026 PART BASIC,,원동현,청담북스,2025년 10월,5%,"20,900원","22,000원",498,0,
698,161420414,스케치업&엔스케이프 트레이닝 북,모델링과 렌더링을 함께 익히면서 실무 체력을 튼튼하게 기른다!,강석창,한빛미디어,2025년 10월,10%,"28,800원","32,000원","1,734",27,10.0
699,161395973,언리얼 엔진으로 배우는 게임 디자인 패턴,C++와 블루프린트로 유지보수 및 확장 가능한 시스템 구축하기,"스튜어트 버틀러,톰 올리버저/강세중,오영욱역",제이펍,2025년 11월,10%,"24,300원","27,000원",918,0,
700,160780026,시스템 성능 엔지니어링,시스템 성능 분석과 문제 해결을 위해 알아야 할 거의 모든 것,브렌던 그레그저/이호연역,인사이트(insight),2025년 11월,10%,"55,800원","62,000원","1,698",0,
701,160497918,파이썬으로 시작하는 머신러닝+딥러닝,"지금 당장 AI 관련 일을 하고 싶거나, 해야만 하는 당신을 위한 책",강지영,아이리포,2025년 11월,10%,"25,200원","28,000원",996,5,10.0
702,160465401,UX/UI 디자인 워크숍 with AI,ChatGPT·Claude·NotebookLM 등 21가지 AI 도구로 완성하는 리서치·아이데이션·프로토타이핑 워크플로,윤하린,위키북스,2025년 10월,10%,"22,500원","25,000원",864,0,
703,160409598,코딩 1도 몰라도 커서 AI와 대화하며 7가지 프로그램 만들기,"손글씨 숫자 인식 AI, AI 챗봇, 이미지 분석기 AI, 뉴스 자동 요약 AI, 텍스트 이미지 생성 AI 앱, 주가 예측 AI, 집값 예측 AI","이상용,정동진",앤써북,2025년 10월,10%,"16,200원","18,000원",930,21,10.0
704,160387936,리액트 잘하는 개발자 되기,"리액트, 리덕스, 주스탠드, 파이어베이스와 40여 가지 예제로 배우는 React 프론트엔드 입문자를 위한 풀 패키지",성낙현역,골든래빗,2025년 11월,10%,"30,600원","34,000원",876,13,10.0
